ms_zoning,lot_frontage,street,land_contour,overall_qual,roof_matl,exterior_1st,mas_vnr_type,mas_vnr_area,foundation,bsmt_qual,bsmt_exposure,bsmtfin_sf_1,heating,heating_qc,central_air,gr_liv_area,full_bath,fireplace_qu,garage_type,garage_finish,garage_area,wood_deck_sf,open_porch_sf,sale_type,saleprice,age_built,age_remod,total_sf,open_lot,common_lot,closed_lot,near_park,near_road
RL,43.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,16.0,PConc,4,3,16.0,GasA,5,Y,1220,2,4,Attchd,3,397.0,100,16,WD ,180000,4,3,2440.0,False,True,False,False,False
RM,60.0,Pave,Lvl,7,CompShg,MetalSd,None,0.0,BrkTil,3,1,141.0,GasA,5,Y,1378,2,4,Detchd,1,360.0,0,0,WD ,161000,80,3,2067.0,False,True,False,False,False
RL,60.0,Pave,Low,4,CompShg,MetalSd,None,0.0,CBlock,0,0,0.0,GasA,5,Y,930,1,0,Detchd,1,308.0,0,0,WD ,84900,64,4,930.0,False,True,False,False,False
RL,70.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,3,532.0,GasA,3,Y,988,1,0,Attchd,1,264.0,0,0,WD ,119000,52,52,1976.0,False,True,False,False,False
RL,85.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,674.0,PConc,5,3,1571.0,GasA,5,Y,1964,2,4,Attchd,3,892.0,0,265,WD ,370000,3,2,3928.0,False,True,False,False,False
RL,64.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1270,2,0,Attchd,2,524.0,0,96,WD ,175900,2,1,2540.0,False,True,False,False,False
RL,64.0,Pave,Lvl,5,CompShg,Plywood,None,0.0,Slab,0,0,0.0,GasA,3,Y,2240,2,0,Detchd,1,528.0,154,0,WD ,142953,30,30,2240.0,False,True,False,False,False
RL,50.0,Pave,Lvl,8,CompShg,BrkFace,None,0.0,PConc,4,4,457.0,GasA,5,Y,1494,1,4,Attchd,3,478.0,0,30,WD ,279700,13,12,2988.0,False,True,False,False,False
RL,70.0,Pave,Lvl,5,CompShg,BrkFace,None,0.0,CBlock,2,2,623.0,GasA,4,Y,1364,1,4,Attchd,2,331.0,0,60,WD ,132000,49,49,2543.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,9,CompShg,VinylSd,BrkFace,204.0,PConc,5,2,904.0,GasA,5,Y,2153,2,5,Attchd,3,736.0,253,142,WD ,313000,9,9,3593.0,False,True,False,False,False
Others,60.0,Pave,Low,4,CompShg,MetalSd,None,0.0,CBlock,3,1,637.0,GasA,4,Y,1336,1,0,CarPort,1,570.0,0,47,COD,108000,86,56,1973.0,False,True,False,False,False
RL,60.0,Pave,Lvl,7,CompShg,VinylSd,Stone,92.0,PConc,4,1,0.0,GasA,5,Y,1656,2,4,BuiltIn,3,397.0,178,128,WD ,165400,5,4,2402.0,False,True,False,False,False
RL,65.0,Pave,Lvl,6,CompShg,VinylSd,BrkFace,68.0,PConc,4,1,0.0,GasA,5,Y,1499,2,3,Attchd,2,473.0,413,91,WD ,187000,11,11,2280.0,False,True,False,False,False
RL,174.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,506.0,PConc,4,1,689.0,GasA,5,Y,2794,2,3,Attchd,3,810.0,0,146,WD ,403000,14,13,4256.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,Plywood,BrkFace,298.0,CBlock,3,1,156.0,GasA,3,Y,2030,2,3,Attchd,3,551.0,0,224,WD ,195000,31,31,2878.0,False,True,False,False,False
RL,100.0,Pave,Lvl,6,CompShg,WdShing,BrkFace,291.0,CBlock,3,3,600.0,GasA,3,Y,1254,1,4,Attchd,2,525.0,0,0,WD ,158500,46,46,2472.0,False,True,False,False,False
RL,90.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,210.0,PConc,4,2,932.0,GasA,5,Y,1989,2,4,Attchd,3,586.0,199,60,WD ,255000,4,4,3054.0,False,True,False,False,False
RL,56.0,Pave,Lvl,5,CompShg,BrkFace,None,0.0,PConc,3,1,1116.0,GasA,5,Y,1898,2,3,Attchd,1,484.0,0,51,WD ,236500,52,52,3796.0,False,False,True,False,False
RL,65.0,Pave,Lvl,5,CompShg,HdBoard,BrkFace,52.0,CBlock,3,1,725.0,GasA,3,Y,988,1,0,Detchd,1,360.0,0,0,WD ,129250,41,41,1976.0,False,True,False,False,False
RL,100.0,Pave,Lvl,7,CompShg,BrkFace,None,0.0,CBlock,3,1,1247.0,GasA,3,Y,1801,2,3,Attchd,3,484.0,0,54,WD ,289000,51,13,3302.0,False,True,False,False,False
RL,76.0,Pave,Lvl,5,CompShg,Plywood,None,0.0,CBlock,0,0,0.0,GasA,3,Y,1872,2,0,Attchd,1,484.0,0,0,WD ,100000,32,32,1872.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,8,CompShg,VinylSd,BrkFace,256.0,PConc,4,2,1198.0,GasA,5,Y,2439,2,3,Attchd,3,560.0,184,121,WD ,275000,6,6,3970.0,False,True,False,False,False
RL,96.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,192.0,PConc,4,3,0.0,GasA,5,Y,1764,2,3,Attchd,1,560.0,120,29,WD ,207000,9,8,2614.0,False,True,False,False,False
RL,71.0,Pave,Lvl,5,CompShg,MetalSd,BrkFace,166.0,CBlock,3,2,661.0,GasA,4,Y,1200,1,0,Detchd,1,884.0,0,64,WD ,146000,41,8,2064.0,False,True,False,False,False
RM,21.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,380.0,CBlock,3,1,282.0,GasA,5,Y,1030,1,0,Detchd,1,264.0,0,0,WD ,116000,34,34,1524.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,VinylSd,BrkFace,573.0,PConc,4,1,739.0,GasA,5,Y,2034,2,0,Attchd,2,645.0,576,36,WD ,219500,12,11,3091.0,False,True,False,False,False
RL,48.0,Pave,Lvl,7,CompShg,VinylSd,Stone,163.0,PConc,4,1,0.0,GasA,5,Y,1405,2,3,Attchd,2,478.0,148,36,WD ,173000,6,6,2810.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,4,CompShg,VinylSd,None,0.0,CBlock,3,1,1059.0,GasA,5,Y,1229,1,0,Attchd,2,284.0,0,0,WD ,135000,53,53,2363.0,False,True,False,False,False
RL,70.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,654.0,GasA,5,Y,1932,2,4,Attchd,2,610.0,0,120,WD ,213000,4,4,2911.0,False,True,False,False,False
RL,91.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,CBlock,3,1,736.0,GasA,3,Y,1299,1,3,Attchd,1,494.0,81,0,WD ,150000,53,12,2266.0,False,True,False,False,False
RL,53.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,72.0,PConc,5,3,0.0,GasA,5,Y,1402,0,4,Attchd,3,648.0,120,16,New,194201,1,0,2660.0,False,True,False,False,False
RL,43.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,16.0,PConc,4,1,16.0,GasA,5,Y,1504,2,4,Attchd,3,457.0,156,0,WD ,181000,4,3,2850.0,False,True,False,False,False
RL,75.0,Pave,Lvl,6,CompShg,MetalSd,BrkFace,243.0,CBlock,3,1,608.0,GasA,4,Y,1442,1,0,Attchd,2,301.0,0,0,COD,157900,49,49,2884.0,False,True,False,False,False
RL,72.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,2,894.0,GasA,5,Y,1779,2,3,Attchd,3,586.0,208,107,WD ,217000,7,6,2730.0,False,True,False,False,False
Others,85.0,Pave,Lvl,8,CompShg,VinylSd,None,0.0,PConc,4,2,0.0,GasA,5,Y,1953,2,4,Attchd,2,1043.0,160,50,WD ,252000,4,3,3035.0,False,True,False,False,False
RL,70.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1909,2,0,BuiltIn,2,529.0,0,108,WD ,197000,4,4,2781.0,False,True,False,False,False
RL,62.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,200.0,PConc,4,1,0.0,GasA,5,Y,1630,2,4,BuiltIn,3,436.0,120,48,WD ,189500,5,4,2498.0,False,True,False,False,False
RL,45.0,Pave,Lvl,5,CompShg,Stucco,None,0.0,BrkTil,3,1,0.0,GasW,4,Y,1250,1,0,Detchd,1,280.0,207,0,WD ,116000,88,56,1936.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,HdBoard,BrkFace,451.0,CBlock,3,1,569.0,GasA,3,Y,1328,1,4,Attchd,1,528.0,0,26,WD ,143000,47,47,2656.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,534.0,GasA,3,Y,988,1,0,Attchd,1,276.0,0,80,WD ,119000,57,57,1864.0,False,True,False,False,False
RL,60.0,Pave,Lvl,6,CompShg,MetalSd,None,0.0,CBlock,3,1,673.0,GasA,2,Y,1278,1,0,Attchd,1,240.0,0,0,WD ,127500,54,54,2132.0,False,True,False,False,False
Others,65.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1716,2,0,Attchd,2,615.0,0,53,WD ,200825,1,1,2574.0,False,True,False,False,False
RL,60.0,Pave,Lvl,2,CompShg,MetalSd,None,0.0,BrkTil,3,1,0.0,GasA,3,N,498,1,0,Detchd,1,216.0,0,0,ConLD,35000,84,51,996.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,WdShake,Plywood,BrkFace,168.0,PConc,4,1,988.0,GasA,5,Y,2840,2,4,Attchd,3,1314.0,0,16,WD ,292500,30,30,4260.0,False,True,False,False,False
RM,21.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,127.0,CBlock,3,1,321.0,GasA,3,Y,987,1,0,Detchd,1,280.0,0,0,WD ,106000,38,38,1470.0,False,True,False,False,False
RL,94.0,Pave,Lvl,4,CompShg,Wd Sdng,None,0.0,BrkTil,2,1,0.0,GasA,3,N,756,1,0,Detchd,1,440.0,80,0,WD ,85000,83,60,1416.0,False,True,False,False,False
RL,129.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,270.0,PConc,5,4,1196.0,GasA,5,Y,1712,2,4,Attchd,2,701.0,218,183,WD ,286500,7,6,3424.0,False,True,False,False,False
RL,53.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,CBlock,4,1,360.0,GasA,3,Y,1069,2,2,Attchd,2,440.0,0,55,WD ,127500,33,33,2138.0,False,True,False,False,False
Others,75.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1335,2,0,Attchd,2,575.0,0,210,New,210400,1,0,2670.0,False,True,False,False,False
RL,62.0,Pave,Lvl,8,CompShg,MetalSd,BrkFace,472.0,PConc,5,4,1218.0,GasA,5,Y,1518,1,4,Attchd,2,588.0,185,140,WD ,274000,5,4,3036.0,False,True,False,False,False
RL,107.0,Pave,HLS,8,CompShg,VinylSd,None,0.0,PConc,4,3,770.0,GasA,5,Y,1780,2,4,Attchd,3,612.0,0,192,New,264966,1,1,2700.0,False,True,False,False,False
RM,60.0,Pave,Lvl,4,CompShg,Wd Sdng,None,0.0,CBlock,3,1,0.0,GasA,2,Y,1484,2,0,Detchd,1,264.0,14,211,COD,50000,97,57,2141.0,False,True,False,False,False
RM,60.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,PConc,2,1,686.0,GasA,3,Y,1652,2,0,Detchd,1,416.0,0,0,WD ,139000,95,60,2338.0,False,True,False,False,False
RL,69.05520046484602,Pave,Bnk,7,CompShg,HdBoard,BrkFace,272.0,PConc,4,1,727.0,GasA,4,Y,2503,2,3,Attchd,2,564.0,0,99,WD ,300000,17,17,3726.0,False,True,False,False,False
RL,75.0,Pave,Lvl,8,CompShg,Plywood,None,0.0,CBlock,4,4,1410.0,GasA,4,Y,2704,2,3,Attchd,3,538.0,269,111,WD ,345000,37,14,4656.0,False,True,False,False,False
RL,73.0,Pave,Lvl,8,CompShg,HdBoard,BrkFace,519.0,PConc,4,4,408.0,GasA,5,Y,1592,2,3,Attchd,3,484.0,120,35,WD ,228000,13,12,3148.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1394,2,3,BuiltIn,3,400.0,100,0,WD ,165500,4,4,1778.0,False,True,False,False,False
RM,57.0,Pave,Lvl,4,CompShg,MetalSd,None,0.0,CBlock,3,1,0.0,GasA,2,N,1328,1,0,Detchd,1,210.0,0,172,WD ,107000,81,56,2014.0,False,True,False,False,False
RL,41.0,Pave,Lvl,8,CompShg,CemntBd,None,0.0,PConc,5,3,1153.0,GasA,5,Y,1593,1,4,Attchd,3,682.0,0,120,WD ,286000,7,6,3186.0,False,True,False,False,False
Others,60.0,Pave,Lvl,4,CompShg,Wd Sdng,None,0.0,CBlock,3,1,495.0,GasA,3,N,720,1,0,NA,0,0.0,0,523,WD ,34900,89,59,1440.0,False,True,False,False,False
RL,66.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,CBlock,3,1,312.0,GasA,3,Y,912,1,0,Attchd,1,288.0,0,0,WD ,115000,42,42,1824.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,8,CompShg,VinylSd,BrkFace,40.0,PConc,4,4,0.0,GasA,5,Y,1456,2,3,Attchd,3,400.0,143,20,WD ,215000,3,3,2729.0,False,True,False,False,False
RM,68.0,Pave,Lvl,7,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,0.0,GasA,2,Y,1944,2,0,Detchd,1,216.0,24,28,WD ,179900,94,15,2616.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,8,CompShg,HdBoard,None,0.0,PConc,4,3,368.0,GasA,3,Y,1502,1,0,Attchd,2,528.0,0,54,WD ,212000,25,25,2990.0,False,True,False,False,False
RL,50.0,Pave,HLS,8,CompShg,VinylSd,BrkFace,216.0,PConc,4,1,0.0,GasA,5,Y,2064,2,4,Attchd,3,527.0,0,119,WD ,250000,1,1,3138.0,False,False,True,False,False
RM,52.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,BrkTil,3,1,0.0,GasA,5,Y,1576,1,4,Detchd,1,225.0,0,0,WD ,149000,78,56,2618.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,HdBoard,None,0.0,PConc,4,1,219.0,GasA,4,Y,1658,2,3,Attchd,3,431.0,224,84,WD ,188000,13,12,2431.0,False,True,False,False,False
RL,60.0,Pave,Lvl,3,CompShg,VinylSd,None,0.0,PConc,3,1,0.0,GasA,5,Y,713,1,0,Detchd,1,371.0,0,75,WD ,99800,76,5,1426.0,False,True,False,False,False
RM,60.0,Pave,Bnk,7,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,0.0,GasA,5,Y,2554,1,0,Detchd,1,704.0,0,48,WD ,159500,117,9,3272.0,False,True,False,False,False
RL,67.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,326.0,GasA,5,Y,1374,2,4,BuiltIn,3,400.0,100,0,WD ,184500,6,6,1758.0,False,True,False,False,False
RL,69.0,Pave,Lvl,8,CompShg,CemntBd,Stone,270.0,PConc,5,1,0.0,GasA,5,Y,2574,2,4,BuiltIn,3,868.0,0,148,New,276000,0,0,4056.0,False,True,False,False,False
RL,24.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,CBlock,4,1,556.0,GasA,3,Y,1548,2,3,Detchd,1,440.0,48,0,WD ,155000,31,31,2352.0,False,True,False,False,False
RL,83.0,Pave,Lvl,5,CompShg,HdBoard,BrkFace,176.0,CBlock,3,1,594.0,GasA,5,Y,1404,2,1,Attchd,1,504.0,0,16,WD ,160000,40,9,2592.0,False,True,False,False,False
RL,85.0,Pave,Lvl,5,CompShg,HdBoard,None,0.0,CBlock,3,1,360.0,GasA,4,Y,1440,1,1,Attchd,3,480.0,0,32,WD ,157500,42,42,2160.0,False,True,False,False,False
RL,76.0,Pave,Lvl,8,CompShg,VinylSd,None,0.0,PConc,4,4,1341.0,GasA,5,Y,1803,2,3,Attchd,1,482.0,129,64,WD ,285000,16,15,3482.0,False,True,False,False,False
RL,67.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,1084.0,GasA,4,Y,2200,2,0,NA,0,0.0,0,70,WD ,145900,108,5,3472.0,False,True,False,False,False
RL,85.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,3,0.0,GasA,5,Y,2037,2,3,Attchd,3,472.0,100,33,WD ,229000,12,12,2709.0,False,True,False,False,False
RL,60.0,Pave,Lvl,4,CompShg,MetalSd,None,0.0,CBlock,3,2,1030.0,GasA,5,Y,1281,2,0,Detchd,1,580.0,0,0,WD ,128500,82,14,2432.0,False,True,False,False,False
RL,84.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,242.0,PConc,4,1,791.0,GasA,5,Y,1976,2,5,Attchd,3,885.0,210,31,WD ,286000,8,8,3020.0,False,True,False,False,False
RL,88.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,847.0,GasA,5,Y,1608,2,3,Attchd,3,470.0,252,30,WD ,189500,12,12,2553.0,False,True,False,False,False
RL,75.0,Pave,Lvl,5,CompShg,Wd Sdng,BrkFace,140.0,Slab,0,0,0.0,GasA,3,Y,1210,1,0,Attchd,3,616.0,208,0,ConLD,102900,56,56,1210.0,False,True,False,False,False
RM,53.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,788.0,GasA,5,Y,1612,1,0,Detchd,1,363.0,0,0,WD ,128500,60,13,2600.0,False,True,False,False,True
RL,69.05520046484602,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,198.0,GasA,5,Y,1728,1,4,Attchd,1,371.0,200,0,WD ,156000,54,3,2432.0,False,True,False,False,False
RL,88.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,245.0,PConc,4,4,0.0,GasA,5,Y,2482,2,4,BuiltIn,3,642.0,144,39,WD ,281213,2,1,3576.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,Wd Sdng,BrkFace,30.0,CBlock,3,1,1270.0,GasA,5,Y,1478,2,4,Attchd,1,498.0,0,40,WD ,157500,49,49,2956.0,False,True,False,False,False
RL,62.0,Pave,Lvl,7,CompShg,HdBoard,BrkFace,190.0,PConc,4,1,0.0,GasA,5,Y,1724,2,4,BuiltIn,3,616.0,168,57,WD ,196500,3,2,2520.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,2,846.0,GasA,5,Y,1425,2,0,Attchd,2,591.0,0,130,WD ,193000,8,8,2850.0,False,False,True,False,False
RM,52.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,48.0,GasA,5,Y,1322,1,0,Detchd,1,280.0,0,0,WD ,132000,68,55,1994.0,False,True,False,False,False
RM,58.0,Pave,Lvl,7,CompShg,AsbShng,None,0.0,Stone,3,1,208.0,GasA,4,Y,1428,1,0,Detchd,3,576.0,264,0,WD ,139900,106,36,2140.0,False,True,False,False,False
RL,73.0,Pave,Lvl,6,CompShg,MetalSd,BrkFace,220.0,CBlock,3,1,0.0,GasA,3,Y,1194,1,0,Attchd,2,312.0,0,0,WD ,148000,51,51,2388.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,8,CompShg,VinylSd,Stone,246.0,PConc,5,3,669.0,GasA,5,Y,1818,2,4,Attchd,3,774.0,196,104,New,281500,0,0,2713.0,False,True,False,False,False
RL,99.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,502.0,PConc,4,3,0.0,GasA,5,Y,2956,2,5,BuiltIn,2,916.0,194,50,WD ,342000,3,3,4662.0,False,True,False,False,False
RL,140.0,Pave,Lvl,6,CompShg,Plywood,BrkFace,257.0,CBlock,3,3,576.0,GasA,3,Y,1210,2,0,Attchd,1,528.0,0,0,WD ,148000,31,31,2338.0,False,True,False,False,False
RL,70.0,Pave,Lvl,5,CompShg,HdBoard,None,0.0,CBlock,4,1,190.0,GasA,3,Y,1641,2,4,Detchd,1,490.0,0,0,WD ,140000,36,36,2642.0,False,True,False,False,False
RL,69.0,Pave,Lvl,5,CompShg,Plywood,BrkFace,85.0,CBlock,3,1,567.0,GasA,3,Y,1053,1,0,2Types,2,750.0,0,80,WD ,150000,48,15,2061.0,False,True,False,False,False
RL,97.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,5,1,851.0,GasA,5,Y,2125,2,3,Attchd,2,576.0,168,0,WD ,279500,12,11,3189.0,False,False,True,False,False
RM,35.0,Pave,Lvl,6,CompShg,VinylSd,Stone,76.0,PConc,4,4,467.0,GasA,5,Y,1072,1,0,Basment,3,525.0,0,44,WD ,140000,2,2,1619.0,False,True,False,False,False
RL,65.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,CBlock,3,2,0.0,GasA,3,Y,1664,2,0,2Types,1,616.0,0,0,WD ,145000,28,28,3328.0,False,True,False,False,False
RH,26.0,Pave,Lvl,7,CompShg,MetalSd,None,0.0,PConc,4,1,1051.0,GasA,5,Y,1337,2,2,Attchd,3,511.0,203,68,WD ,184000,11,11,2742.0,False,True,False,False,False
RL,40.0,Pave,Lvl,8,CompShg,Wd Sdng,None,0.0,CBlock,4,4,1052.0,GasA,3,Y,1226,1,3,Attchd,3,484.0,223,78,WD ,206000,32,32,2452.0,False,True,False,False,False
RM,21.0,Pave,Lvl,4,CompShg,CemntBd,None,0.0,CBlock,3,1,252.0,GasA,3,Y,1092,1,0,Attchd,1,253.0,0,0,WD ,85500,35,35,1638.0,False,True,False,False,False
RL,74.0,Pave,HLS,6,CompShg,Stucco,None,0.0,CBlock,3,1,326.0,GasA,2,Y,1660,1,4,Detchd,1,240.0,0,0,WD ,188700,74,13,2375.0,False,True,False,False,False
RL,80.0,Pave,Lvl,6,CompShg,VinylSd,BrkFace,101.0,PConc,3,1,363.0,GasA,3,Y,1671,2,3,Attchd,2,484.0,252,55,WD ,200000,31,23,3098.0,False,True,False,False,False
RL,74.0,Pave,Lvl,7,CompShg,HdBoard,None,0.0,PConc,4,1,460.0,GasA,4,Y,1061,1,0,Attchd,1,462.0,114,36,WD ,162000,19,18,2115.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,PConc,3,1,0.0,GasA,5,Y,672,1,0,Detchd,1,240.0,168,0,WD ,108000,68,11,1344.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,HdBoard,BrkFace,161.0,CBlock,4,3,1333.0,GasA,3,Y,1621,2,2,Attchd,2,478.0,0,0,WD ,213000,34,34,3242.0,False,False,True,False,False
RL,93.0,Pave,Lvl,8,CompShg,VinylSd,Stone,328.0,PConc,5,1,1004.0,GasA,5,Y,1734,2,4,Attchd,2,928.0,0,0,New,318000,0,0,3468.0,False,True,False,False,False
RM,90.0,Pave,Lvl,5,CompShg,AsbShng,None,0.0,PConc,3,1,0.0,GasA,3,N,2138,2,0,Detchd,1,360.0,40,156,WD ,106000,111,44,2987.0,False,True,False,False,False
RL,114.0,Pave,Lvl,6,CompShg,WdShing,None,0.0,PConc,3,1,0.0,GasA,5,Y,2009,2,4,2Types,1,795.0,0,42,WD ,235000,78,56,2681.0,False,True,False,False,False
RL,77.0,Pave,Lvl,4,CompShg,Plywood,None,0.0,CBlock,3,1,569.0,GasA,2,Y,1225,1,0,NA,0,0.0,352,0,WD ,128950,51,51,2175.0,False,True,False,False,False
RL,80.0,Pave,Lvl,6,CompShg,WdShing,BrkCmn,491.0,CBlock,3,1,288.0,GasA,3,Y,1362,1,3,Attchd,1,504.0,0,20,COD,163000,47,47,2724.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,BrkTil,3,1,312.0,GasA,2,N,1134,1,0,Detchd,1,240.0,0,0,WD ,126000,67,57,1890.0,False,True,False,False,False
RM,63.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,2082,2,0,Detchd,1,484.0,280,238,WD ,200000,5,5,3444.0,False,True,False,False,False
RL,78.0,Pave,Lvl,5,CompShg,MetalSd,BrkFace,180.0,CBlock,3,1,460.0,GasW,3,Y,1524,1,0,Attchd,1,315.0,0,0,WD ,144000,49,49,2398.0,False,True,False,False,False
RL,80.0,Pave,Lvl,5,CompShg,BrkFace,None,0.0,CBlock,3,1,0.0,GasA,5,N,1800,2,0,NA,0,0.0,0,0,WD ,141000,46,46,3600.0,False,True,False,False,False
RL,74.0,Pave,Lvl,8,CompShg,VinylSd,None,0.0,PConc,4,1,1048.0,GasA,5,Y,2582,2,3,Attchd,3,758.0,286,60,WD ,322500,9,8,3971.0,False,True,False,False,False
RL,48.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,442.0,PConc,4,1,0.0,GasA,5,Y,1661,2,0,Attchd,2,598.0,0,34,WD ,224900,12,12,3310.0,False,False,True,False,False
RL,144.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,CBlock,3,4,1309.0,GasA,5,Y,1576,1,3,Attchd,2,528.0,0,312,WD ,223500,86,5,2900.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,4,CompShg,AsbShng,None,0.0,CBlock,3,1,0.0,GasA,5,Y,960,1,0,Basment,1,288.0,64,0,COD,112000,53,53,1632.0,False,True,False,False,False
RL,72.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,3,1,706.0,GasA,5,Y,1604,2,3,Attchd,3,470.0,0,36,WD ,187500,11,10,2530.0,False,True,False,False,False
RL,69.05520046484602,Pave,Low,1,CompShg,Wd Sdng,None,0.0,BrkTil,2,4,350.0,GasA,4,N,904,0,0,NA,0,0.0,0,0,WD ,61000,87,59,1587.0,False,True,False,False,False
RL,67.0,Pave,Lvl,6,CompShg,Wd Sdng,None,0.0,BrkTil,3,2,0.0,GasA,4,Y,1196,1,0,Detchd,1,528.0,0,46,ConLI,110000,89,9,1880.0,False,True,False,False,False
RL,56.0,Pave,Lvl,3,CompShg,VinylSd,None,0.0,CBlock,3,1,0.0,GasA,4,Y,729,1,0,NA,0,0.0,0,0,WD ,52000,73,5,999.0,False,True,False,False,False
RL,41.0,Pave,Lvl,6,CompShg,VinylSd,Stone,256.0,PConc,4,3,762.0,GasA,5,Y,1362,2,4,Attchd,2,460.0,192,28,WD ,207000,2,1,2724.0,False,True,False,False,False
RH,55.0,Pave,Bnk,5,CompShg,MetalSd,None,0.0,PConc,3,3,0.0,GasA,3,N,1964,1,0,NA,0,0.0,0,192,WD ,130000,97,58,2904.0,False,True,False,False,False
RL,72.0,Pave,Lvl,4,CompShg,MetalSd,None,0.0,Slab,0,0,0.0,GasA,3,Y,1296,2,0,CarPort,1,516.0,0,0,WD ,90000,39,39,1296.0,False,True,False,False,False
RL,62.0,Pave,Lvl,5,CompShg,HdBoard,None,0.0,PConc,4,1,330.0,GasA,3,Y,1287,1,0,Detchd,1,440.0,150,0,WD ,130000,17,17,1911.0,False,True,False,False,False
RL,92.0,Pave,Lvl,5,CompShg,AsbShng,None,0.0,PConc,2,1,0.0,GasA,4,Y,1252,1,0,Attchd,1,576.0,104,0,WD ,127000,98,15,1756.0,False,True,False,False,True
RL,84.0,Pave,Lvl,9,CompShg,VinylSd,Stone,302.0,PConc,5,1,0.0,GasA,5,Y,1905,2,4,Attchd,3,788.0,0,191,WD ,320000,1,1,3810.0,False,True,False,False,False
